,id,Price,Zip,Type,Subtype,Locality,Surroundings type,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Energy class,Heating type,Kitchen values,Building Cond. values,Parking,Province,Urban_value,Normal_apt,Big_apt
14386,10233484.0,221965.0,1933.0,apartment,apartment,zaventem sterrebeek,,38.0,1.0,1.2,2022.2,2.2,0.0,1.0,0.0,1.0,7.0,0.0,0.0,19632000732569.0,Not specified,Electric,1.0,4.0,0.0,3,0.0,1,0
14387,10164678.0,221965.0,1933.0,apartment,apartment,zaventem sterrebeek,,38.0,1.0,1.0,1988.4,2.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,19632000732491.6,Not specified,Electric,1.0,4.0,0.0,3,0.0,1,0
14388,9876945.0,225000.0,8600.0,apartment,apartment,diksmuide,,109.0,2.0,1.2,2009.0,2.4,0.0,0.0,0.0,1.0,25.6,0.0,0.0,19632000732642.0,Not specified,Gas,1.0,4.0,0.0,10,0.0,1,0
14389,10556266.0,235000.0,1030.0,apartment,apartment,schaerbeek,,93.0,2.0,1.0,1947.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,D,Fuel oil,1.0,2.0,0.0,1,1.0,1,0
14390,10493493.0,235000.0,4560.0,apartment,apartment,pailhe,,190.0,3.0,1.0,1984.0,2.0,0.0,0.0,0.0,1.0,16.6,1.0,30.4,135.0,B,Gas,1.0,3.4,0.0,6,0.0,1,0
14391,10536189.0,237544.0,2500.0,apartment,apartment,lier,Shop street,59.0,1.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,19632000732528.6,Not specified,,1.0,3.2,1.0,4,0.0,1,0
14392,10258555.0,239000.0,8434.0,apartment,apartment,westende,,67.0,1.0,1.4,1998.4,2.4,0.0,0.0,0.0,1.0,6.6,0.0,0.0,19632000732663.8,Not specified,Gas,1.0,4.0,0.0,10,0.0,1,0
14393,9628470.0,240000.0,8870.0,apartment,apartment,izegem,,106.0,2.0,1.4,2004.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,19632000732585.0,Not specified,Gas,1.0,4.0,0.0,10,0.0,1,0
14394,10554354.0,245000.0,1180.0,apartment,flat studio,uccle,,80.0,1.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,13.0,1.0,10.0,243.0,E,Gas,1.0,2.8,0.0,1,1.0,1,0
14395,10538007.0,247000.0,9300.0,apartment,duplex,aalst,"Living area (residential, urban or rural)",130.0,2.0,1.0,1995.4,2.4,0.0,0.0,0.0,1.0,40.0,0.0,0.0,19632000733936.6,Not specified,Gas,1.0,3.0,0.0,11,0.0,0,1
14396,10548577.0,249000.0,2600.0,apartment,duplex,antwerp,,78.0,1.0,1.2,1983.8,2.4,0.0,0.0,0.0,1.0,15.0,0.0,0.0,19632000732654.8,Not specified,Gas,1.0,3.0,0.0,4,0.0,0,1
14397,10556020.0,250000.0,1020.0,apartment,apartment,laeken,,125.0,2.0,1.0,1976.0,2.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,71.0,B,Gas,1.0,3.0,1.0,1,0.0,1,0
14398,10544653.0,250000.0,1200.0,apartment,penthouse,woluwe-saint-lambert,,85.0,1.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,523.0,G,Gas,1.0,1.0,1.0,1,1.0,0,1
14399,10561490.0,250000.0,9700.0,apartment,apartment,oudenaarde,,77.0,1.0,1.2,2009.6,2.2,0.0,0.0,0.0,1.0,25.0,1.0,18.0,19632000732529.4,Not specified,Gas,1.0,4.0,1.0,11,0.0,1,0
14400,10489809.0,251500.0,3600.0,apartment,apartment,genk,Urban,72.0,1.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,19632000732548.4,Not specified,,1.0,3.2,0.0,5,1.0,1,0
14401,10548105.0,266500.0,3600.0,apartment,apartment,genk,Urban,79.0,1.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,19632000732744.2,Not specified,,1.0,4.0,0.0,5,1.0,1,0
14402,10206918.0,269000.0,8460.0,apartment,apartment,oudenburg,,89.0,2.0,1.0,1998.2,2.6,0.0,0.0,0.0,1.0,9.8,0.0,0.0,19632000733314.2,Not specified,Fuel oil,1.0,4.0,1.0,10,0.0,1,0
14403,10293734.0,270000.0,2275.0,apartment,apartment,lille,,85.0,1.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,19632000732601.0,Not specified,,1.0,3.4,0.0,4,0.0,1,0
14404,10535403.0,275000.0,1000.0,apartment,apartment,brussels,Urban,70.0,2.0,1.0,1944.6,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,19632000732649.8,Not specified,Electric,1.0,3.0,0.0,1,1.0,1,0
14405,10524669.0,280000.0,1330.0,apartment,apartment,rixensart,,90.0,3.0,1.6,1975.0,2.6,0.0,0.0,0.0,1.0,12.0,0.0,0.0,302.0,D,Fuel oil,1.0,3.0,1.0,2,1.0,1,0
14406,10530705.0,285000.0,1030.0,apartment,apartment,schaerbeek,"Living area (residential, urban or rural)",85.0,2.0,1.0,1968.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,240.0,E,Gas,1.0,3.2,0.0,1,1.0,1,0
